,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
202,SI,2023-07-20,93.8,-1.77,6.43,"Walker, Taijuan",680911,592836,,called_strike,,,,,5,"Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",R,R,R,PHI,MIL,S,,,0,0,2023,-1.33,0.94,0.25,2.49,,,,1,6,Top,,,,,596117,,,8.07130615450027,-136.2350409123914,-6.471579265218734,-18.298874445065803,29.04149297647178,-19.262485141318407,3.05,1.3,,,,93.0,2035,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.66,,,,,,,,39,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,222,0.0,-0.026,,
222,FS,2023-07-20,88.2,-2.05,6.25,"Walker, Taijuan",642715,592836,field_out,hit_into_play,,,,,11,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,X,1,popup,3,2,2023,-0.81,0.21,-1.26,3.02,,,,0,6,Top,113.33,189.0,,,596117,,,3.592489719457932,-128.4714162702395,-2.2539851304929943,-9.743925494908757,23.625658798021377,-29.57709508000204,3.31,1.62,46,36.9,70,87.9,1318,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.68,0.031,0.03,0.0,1,0,0,1,38,8,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,231,0.01,-0.317,,
228,FS,2023-07-20,89.2,-1.99,6.29,"Walker, Taijuan",642715,592836,,foul,,,,,14,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,S,,,3,2,2023,-1.04,0.24,0.47,1.25,,,,0,6,Top,,,,,596117,,,8.16522968631409,-129.65230035901826,-6.863526145279653,-13.392102049567068,25.41882354463528,-28.224433227884948,3.31,1.62,1,63.4,-49,88.6,1533,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.63,,,,,,,,38,7,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,227,0.0,0.0,,
250,SI,2023-07-20,94.4,-1.79,6.44,"Walker, Taijuan",642715,592836,,foul,,,,,9,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,S,,,3,2,2023,-1.25,1.02,0.35,1.57,,,,0,6,Top,,,,,596117,,,8.250617480138686,-136.9808010051016,-9.164723407736131,-17.469668588208915,28.669115338084307,-17.476764174779376,3.31,1.62,134,76.5,12,93.6,1980,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.64,,,,,,,,38,6,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,222,0.0,0.0,,
271,SI,2023-07-20,94.6,-1.61,6.57,"Walker, Taijuan",642715,592836,,ball,,,,,14,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,B,,,2,2,2023,-1.26,0.9,1.24,1.56,,,,0,6,Top,,,,,596117,,,10.08601217209407,-137.25744327939134,-9.319657039514633,-18.125914280064645,28.39661602646072,-18.844582101860546,3.36,1.72,,,,93.6,1938,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.78,,,,,,,,38,5,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,218,0.0,0.103,,
285,FF,2023-07-20,95.2,-1.54,6.58,"Walker, Taijuan",642715,592836,,ball,,,,,14,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,B,,,1,2,2023,-0.87,1.51,2.42,1.79,,,,0,6,Top,,,,,596117,,,12.257500855545349,-137.887354363396,-10.246950420069073,-13.788709741452244,29.46771247526208,-10.693638369012206,3.41,1.72,,,,94.6,2161,6.1,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.39,,,,,,,,38,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,217,0.0,0.041,,
308,FC,2023-07-20,88.2,-1.9,6.5,"Walker, Taijuan",642715,592836,,foul,,,,,5,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,S,,,1,1,2023,0.09,0.73,0.06,2.69,,,,0,6,Top,,,,,596117,,,4.508994610406681,-128.5296362130738,-4.7530073406688365,0.2340559422308612,23.161303430146692,-23.356777562887387,3.31,1.62,,,,87.9,2457,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.76,,,,,,,,38,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,180,0.0,-0.055,,
328,FC,2023-07-20,87.5,-1.94,6.48,"Walker, Taijuan",642715,592836,,ball,,,,,12,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,B,,,0,1,2023,0.3,0.68,1.27,3.24,,,,0,6,Top,,,,,596117,,,7.0552187533903785,-127.44527271847494,-3.1270281328427685,2.051734977977221,23.11321481051004,-24.26019977432392,3.36,1.62,,,,87.2,2350,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.72,,,,,,,,38,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,174,0.0,0.028,,
330,SI,2023-07-20,93.4,-1.79,6.56,"Walker, Taijuan",642715,592836,,called_strike,,,,,8,Willy Adames pops out softly to pitcher Taijuan Walker.,R,R,R,PHI,MIL,S,,,0,0,2023,-1.31,1.05,-0.1,1.99,,,,0,6,Top,,,,,596117,,,7.1720613070792885,-135.65214878637755,-8.25915436432092,-17.717022612697786,28.0644535031726,-17.65012996514752,3.41,1.62,,,,92.8,1894,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.6,,,,,,,,38,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,219,0.0,-0.038,,
364,FC,2023-07-20,89.0,-1.96,6.43,"Walker, Taijuan",661388,592836,field_out,hit_into_play,,,,,9,"William Contreras grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,R,R,PHI,MIL,X,6,ground_ball,1,2,2023,0.47,0.64,0.63,1.78,,592885,,2,5,Top,106.18,150.91,,,596117,,,5.339123605203909,-129.43855919633927,-6.655557603371922,4.139618838364044,26.709712072153863,-23.80840795839863,3.4,1.61,69,89.2,3,88.3,2486,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.65,0.349,0.311,0.0,1,0,0,2,33,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,190,0.018,-0.227,,
372,FC,2023-07-20,88.9,-1.92,6.39,"Walker, Taijuan",661388,592836,,blocked_ball,,,,,14,"William Contreras grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,R,R,PHI,MIL,B,,,0,2,2023,0.41,0.68,1.69,0.34,,592885,,2,5,Top,,,,,596117,,,7.929618107211152,-129.0018860482283,-10.1877735980256,3.14852048713631,24.187112894292685,-22.70242506479997,3.21,1.47,,,,88.7,2539,6.1,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.38,,,,,,,,33,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,181,0.0,0.02,,
401,SI,2023-07-20,94.2,-1.64,6.55,"Walker, Taijuan",661388,592836,,foul,,,,,2,"William Contreras grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,R,R,PHI,MIL,S,,,0,1,2023,-1.26,0.79,0.13,2.95,,592885,,2,5,Top,,,,,596117,,,7.326610381592824,-136.98338017151687,-5.40071196137712,-17.497301516505384,28.992813800693767,-21.20729149621685,3.4,1.61,216,87.4,57,93.7,2076,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.59,,,,,,,,33,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,216,0.0,-0.068,,
417,FC,2023-07-20,87.7,-1.97,6.47,"Walker, Taijuan",661388,592836,,called_strike,,,,,6,"William Contreras grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,R,R,PHI,MIL,S,,,0,0,2023,0.17,0.52,0.78,2.17,,592885,,2,5,Top,,,,,596117,,,6.224226252842007,-127.5486934219898,-5.331390018322692,0.6461839968714654,24.26959433586149,-25.658234071887083,3.45,1.56,,,,87.1,2415,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.75,,,,,,,,33,1,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,165,0.0,-0.051,,
421,FC,2023-07-20,89.0,-2.05,6.41,"Walker, Taijuan",592885,592836,double,hit_into_play,,,,,4,Christian Yelich doubles (22) on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,MIL,X,9,line_drive,1,1,2023,0.28,0.61,-0.79,2.3,,,,2,5,Top,161.23,73.38,,,596117,,,2.4650754571424103,-129.63742847352083,-5.36164314318065,2.787832087293568,23.399980531731742,-24.45053125385621,3.26,1.66,212,100.6,12,88.8,2496,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.72,0.963,0.954,1.25,1,1,1,4,32,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,192,-0.013,0.227,,
441,FC,2023-07-20,89.0,-2.13,6.42,"Walker, Taijuan",592885,592836,,ball,,,,,14,Christian Yelich doubles (22) on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,MIL,B,,,0,1,2023,-0.07,1.14,0.03,1.09,,,,2,5,Top,,,,,596117,,,5.3882755256711015,-129.40996100097078,-9.412230095682744,-1.8144729835252271,23.12867658944436,-17.65217409207647,3.26,1.66,,,,88.5,2346,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.8,,,,,,,,32,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,206,0.0,0.012,,
459,SI,2023-07-20,93.3,-1.93,6.4,"Walker, Taijuan",592885,592836,,called_strike,,,,,7,Christian Yelich doubles (22) on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,MIL,S,,,0,0,2023,-1.36,0.65,-0.36,1.56,,,,2,5,Top,,,,,596117,,,6.9768195291082975,-135.535034962042,-8.102299445397636,-18.30190521681973,27.48097801648659,-22.590457215758327,3.21,1.61,,,,92.7,1861,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.61,,,,,,,,32,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,226,0.0,-0.017,,
483,SI,2023-07-20,93.4,-1.9,6.45,"Walker, Taijuan",663368,592836,field_out,hit_into_play,,,,,2,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,X,9,fly_ball,3,2,2023,-1.21,1.1,0.1,3.24,,,,1,5,Top,171.13,59.7,,,596117,,,7.735728379018212,-135.83179229272778,-4.926726891004324,-16.639054946377932,27.61027789489657,-17.644160800004578,3.12,1.52,361,95.9,35,92.8,1956,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.68,0.194,0.365,0.0,1,0,0,3,31,6,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,220,0.009,-0.207,,
507,SI,2023-07-20,92.7,-1.93,6.47,"Walker, Taijuan",663368,592836,,called_strike,,,,,9,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,S,,,3,1,2023,-1.28,0.77,0.33,1.77,,,,1,5,Top,,,,,596117,,,8.476586349874442,-134.59958277753154,-7.853493290593946,-17.308430979771316,26.215697609401637,-21.33492688883112,3.07,1.47,,,,92.2,1890,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.61,,,,,,,,31,5,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,224,0.0,-0.066,,
519,FC,2023-07-20,88.6,-2.05,6.46,"Walker, Taijuan",663368,592836,,ball,,,,,14,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,B,,,2,1,2023,0.08,1.0,1.17,1.78,,,,1,5,Top,,,,,596117,,,7.623058262198135,-128.87440197146685,-7.480702605274943,-0.4133187456483217,21.58210383959949,-19.73849611694989,3.17,1.52,,,,88.3,2321,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.81,,,,,,,,31,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,199,0.0,0.077,,
551,FS,2023-07-20,88.0,-2.23,6.16,"Walker, Taijuan",663368,592836,,ball,,,,,13,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,B,,,1,1,2023,-0.75,0.11,-0.87,0.05,,,,1,5,Top,,,,,596117,,,4.801382058014601,-128.01546330761195,-8.932101262936047,-9.231663620212087,23.06814916875348,-29.55154135327277,3.12,1.52,,,,87.7,1444,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.69,,,,,,,,31,3,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,234,0.0,0.034,,
568,FC,2023-07-20,90.3,-2.13,6.46,"Walker, Taijuan",663368,592836,,ball,,,,,13,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,B,,,0,1,2023,-0.26,1.17,-0.15,1.05,,,,1,5,Top,,,,,596117,,,5.411446231902841,-131.2726942724626,-9.986894728044586,-3.9940896071150807,22.74352731226179,-16.83571304818907,3.12,1.52,,,,89.9,2256,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.82,,,,,,,,31,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,207,0.0,0.019,,
579,CU,2023-07-20,75.0,-1.91,6.51,"Walker, Taijuan",663368,592836,,called_strike,,,,,4,Blake Perkins flies out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,S,,,0,0,2023,0.38,-0.75,-0.39,2.35,,,,1,5,Top,,,,,596117,,,2.45355479077332,-109.17377443863468,-0.1281919576612213,2.5662980983103783,19.36818576694454,-38.338188902551245,3.07,1.62,,,,73.9,2287,5.5,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,55.01,,,,,,,,31,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,53,0.0,-0.026,,
596,FS,2023-07-20,87.1,-2.22,6.21,"Walker, Taijuan",668930,592836,field_out,hit_into_play,,,,,8,Brice Turang lines out to shortstop Trea Turner.,R,L,R,PHI,MIL,X,6,line_drive,2,2,2023,-0.66,0.09,-0.26,1.96,,,,0,5,Top,119.5,133.44,,,596117,,,6.002245373252484,-126.88261023924493,-4.319599150917516,-8.286773104170605,21.56109459476455,-30.60388213116892,3.12,1.44,169,97.4,8,87.0,1307,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.71,0.66,0.608,0.0,1,0,0,4,30,5,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,235,0.011,-0.214,,
624,FC,2023-07-20,87.9,-2.02,6.41,"Walker, Taijuan",668930,592836,,ball,,,,,14,Brice Turang lines out to shortstop Trea Turner.,R,L,R,PHI,MIL,B,,,1,2,2023,0.39,0.72,0.83,1.33,,,,0,5,Top,,,,,596117,,,6.048354374816288,-127.83610125947558,-7.7312634021197475,3.2856277233205144,21.44552872878686,-23.020390071780906,3.1,1.49,,,,87.9,2460,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.6,,,,,,,,30,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,172,0.0,0.041,,
636,SI,2023-07-20,93.4,-1.71,6.61,"Walker, Taijuan",668930,592836,,ball,,,,,12,Brice Turang lines out to shortstop Trea Turner.,R,L,R,PHI,MIL,B,,,0,2,2023,-1.08,1.02,0.82,4.13,,,,0,5,Top,,,,,596117,,,8.799010817594683,-135.90739762110812,-2.9291140907912228,-15.234003996590818,26.528013122940145,-18.973003500246392,3.07,1.39,,,,92.9,2025,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.76,,,,,,,,30,3,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,220,0.0,0.022,,
665,FC,2023-07-20,88.7,-2.01,6.52,"Walker, Taijuan",668930,592836,,foul,,,,,12,Brice Turang lines out to shortstop Trea Turner.,R,L,R,PHI,MIL,S,,,0,1,2023,0.17,0.95,1.27,3.35,,,,0,5,Top,,,,,596117,,,7.58659041622944,-129.12704838458097,-3.735253081870278,0.5250535925968047,23.14140238948705,-20.880498462585287,3.12,1.44,164,81.0,72,88.2,2370,5.6,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.88,,,,,,,,30,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,197,0.0,-0.049,,
690,CU,2023-07-20,71.8,-2.06,6.58,"Walker, Taijuan",668930,592836,,called_strike,,,,,1,Brice Turang lines out to shortstop Trea Turner.,R,L,R,PHI,MIL,S,,,0,0,2023,0.62,-0.78,-0.67,3.08,,,,0,5,Top,,,,,596117,,,1.680037746069182,-104.53890561358438,1.8003680660835604,4.263152114874072,17.223618324378297,-38.43065173789813,3.07,1.2,,,,70.8,2071,5.4,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,55.09,,,,,,,,30,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,48,0.0,-0.038,,
698,FC,2023-07-20,87.6,-1.9,6.46,"Walker, Taijuan",655316,592836,strikeout,called_strike,,,,,3,Andruw Monasterio called out on strikes.,R,R,R,PHI,MIL,S,2,,1,2,2023,0.33,0.52,0.64,3.15,,,,2,4,Top,,,,,596117,,,5.41103700632552,-127.7593909359638,-3.087321544106805,2.868593482613866,20.213331021432374,-26.04886414900219,3.23,1.49,,,,88.0,2522,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.59,,0.0,0.0,1,0,0,,25,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,165,0.006,-0.074,,
720,FC,2023-07-20,89.0,-1.85,6.34,"Walker, Taijuan",655316,592836,,ball,,,,,14,Andruw Monasterio called out on strikes.,R,R,R,PHI,MIL,B,,,0,2,2023,0.45,0.67,1.48,0.7,,,,2,4,Top,,,,,596117,,,7.18390286764239,-129.323994850767,-9.229305706992944,3.836374082100841,23.428120956667417,-23.027963239272417,3.27,1.49,,,,89.0,2542,6.1,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.44,,,,,,,,25,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,176,0.0,0.009,,
751,SI,2023-07-20,94.1,-1.7,6.54,"Walker, Taijuan",655316,592836,,foul,,,,,2,Andruw Monasterio called out on strikes.,R,R,R,PHI,MIL,S,,,0,1,2023,-1.08,0.99,-0.21,3.15,,,,2,4,Top,,,,,596117,,,6.210238166984055,-136.87452305990823,-5.203896173408685,-15.014206486675375,30.94891407801884,-18.780515063951317,3.13,1.44,213,72.6,45,93.1,1987,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.75,,,,,,,,25,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,218,0.0,-0.023,,
766,FC,2023-07-20,90.6,-2.02,6.4,"Walker, Taijuan",655316,592836,,called_strike,,,,,8,Andruw Monasterio called out on strikes.,R,R,R,PHI,MIL,S,,,0,0,2023,0.02,1.07,0.14,1.92,,,,2,4,Top,,,,,596117,,,5.292142257882546,-131.84589297892705,-7.5254549043760015,-0.7575985332203778,25.566041964331,-18.299535208916,3.08,1.44,,,,90.1,2413,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.71,,,,,,,,25,1,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,200,0.0,-0.017,,
779,FS,2023-07-20,88.5,-2.29,6.25,"Walker, Taijuan",606132,592836,strikeout,swinging_strike,,,,,13,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,2,,1,2,2023,-1.2,0.27,-1.59,2.02,,,,1,4,Top,,,,,596117,,,4.165360524394688,-128.78242069819032,-4.763755249296742,-14.170962550911542,27.54459647847306,-28.361543873481157,3.29,1.51,,,,87.6,1336,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.71,,0.0,0.0,1,0,0,,24,7,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,229,0.009,-0.119,,
807,FC,2023-07-20,88.8,-2.27,6.39,"Walker, Taijuan",606132,592836,,foul,,,,,13,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,,,1,2,2023,0.23,0.91,-1.32,2.4,,,,1,4,Top,,,,,596117,,,1.8299584122673085,-129.31311428468575,-5.627179578197471,2.30062054351532,24.055986365633355,-21.04138706999216,3.29,1.51,214,75.7,47,88.2,2375,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.84,,,,,,,,24,6,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,195,0.0,0.0,,
833,FF,2023-07-20,94.7,-1.79,6.43,"Walker, Taijuan",606132,592836,,foul,,,,,6,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,,,1,2,2023,-0.79,1.18,0.8,2.67,,,,1,4,Top,,,,,596117,,,8.453898029747556,-137.57524358444576,-6.77432937327309,-11.791919877596944,28.02884879053885,-15.789564910386757,3.29,1.51,5,88.9,-29,94.3,2107,6.0,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.53,,,,,,,,24,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,216,0.0,0.0,,
843,FC,2023-07-20,88.1,-1.98,6.45,"Walker, Taijuan",606132,592836,,foul,,,,,8,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,,,1,2,2023,0.47,0.5,-0.19,1.78,,,,1,4,Top,,,,,596117,,,3.342752296363199,-128.32034545759674,-6.297825891839032,4.629727120842484,24.58521726444664,-25.57338504506683,3.29,1.51,182,66.2,38,87.6,2447,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.74,,,,,,,,24,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,182,0.0,0.0,,
858,FC,2023-07-20,90.4,-2.17,6.41,"Walker, Taijuan",606132,592836,,ball,,,,,13,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,B,,,0,2,2023,-0.34,1.16,-1.16,0.44,,,,1,4,Top,,,,,596117,,,3.1855690242999906,-131.3931229762444,-11.324543994509202,-4.530782573579213,23.3561326861924,-16.751769712148622,3.29,1.51,,,,89.8,2255,5.6,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.88,,,,,,,,24,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,205,0.0,0.012,,
897,SI,2023-07-20,93.3,-1.97,6.49,"Walker, Taijuan",606132,592836,,foul,,,,,4,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,,,0,1,2023,-1.25,0.87,-0.28,2.45,,,,1,4,Top,,,,,596117,,,7.007039996690382,-135.64647453964838,-6.456125736247942,-16.95697638448798,30.00967487778901,-20.15663065754289,3.29,1.51,195,70.2,47,92.2,2060,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.79,,,,,,,,24,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,223,0.0,-0.036,,
906,SI,2023-07-20,92.5,-1.92,6.52,"Walker, Taijuan",606132,592836,,swinging_strike,,,,,5,Raimel Tapia strikes out swinging.,R,L,R,PHI,MIL,S,,,0,0,2023,-1.14,0.88,-0.14,2.46,,,,1,4,Top,,,,,596117,,,6.945368195714163,-134.53252114938277,-6.437725437885692,-15.288677351470906,27.72481769037901,-20.307875595459404,3.29,1.51,,,,91.9,1956,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.63,,,,,,,,24,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,215,0.0,-0.026,,
935,FS,2023-07-20,87.9,-2.13,6.33,"Walker, Taijuan",605170,592836,field_out,hit_into_play,,,,,4,"Victor Caratini grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,L,R,PHI,MIL,X,6,ground_ball,0,1,2023,-0.85,0.31,-0.75,2.36,,,,0,4,Top,120.6,139.96,,,596117,,,5.058819616657278,-128.02112764061997,-4.174103575165742,-10.379078790682556,24.66234540532186,-28.14052345173021,3.33,1.51,108,104.9,4,87.4,1494,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.7,0.569,0.517,0.0,1,0,0,4,23,2,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,228,0.012,-0.2,,
958,CU,2023-07-20,73.5,-1.94,6.58,"Walker, Taijuan",605170,592836,,called_strike,,,,,6,"Victor Caratini grounds out, shortstop Trea Turner to first baseman Darick Hall.",R,L,R,PHI,MIL,S,,,0,0,2023,0.83,-0.96,0.79,2.44,,,,0,4,Top,,,,,596117,,,4.040809297705068,-107.03934412945912,0.5711502769239205,5.643522229463379,19.328351409260204,-39.844558248872914,3.33,1.51,,,,72.5,2481,5.6,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.93,,,,,,,,23,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,47,0.0,-0.038,,
973,FC,2023-07-20,88.5,-1.73,6.49,"Walker, Taijuan",680911,592836,strikeout,swinging_strike,,,,,14,Owen Miller strikes out swinging.,R,R,R,PHI,MIL,S,2,,0,2,2023,0.37,0.62,1.56,1.63,,,642715,2,3,Top,,,,,596117,,,7.2176844378114815,-128.77714193940244,-7.1001665651329,2.8360175822328366,23.06470866679596,-24.05442481004467,3.0,1.3,,,,88.4,2477,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.6,,0.0,0.0,1,0,0,,19,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,181,0.014,-0.157,,
1008,SI,2023-07-20,94.2,-1.82,6.5,"Walker, Taijuan",680911,592836,,foul,,,,,3,Owen Miller strikes out swinging.,R,R,R,PHI,MIL,S,,,0,1,2023,-1.32,0.85,0.32,2.53,,,642715,2,3,Top,,,,,596117,,,8.407826272810173,-136.9442461193973,-6.505474924326393,-18.415070482250787,28.642463170636304,-20.19254879967298,3.0,1.3,260,82.8,41,93.8,1859,6.0,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.53,,,,,,,,19,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,214,0.0,-0.046,,
1024,SI,2023-07-20,94.1,-1.7,6.51,"Walker, Taijuan",680911,592836,,called_strike,,,,,3,Owen Miller strikes out swinging.,R,R,R,PHI,MIL,S,,,0,0,2023,-1.08,0.93,0.58,2.95,,,642715,2,3,Top,,,,,596117,,,8.246638501126153,-136.70355137209006,-5.548299665145246,-15.36804724657079,30.204199825629903,-19.399496118440005,3.05,1.35,,,,93.3,1881,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.57,,,,,,,,19,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,216,0.0,-0.038,,
