,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
2122,SI,2023-07-25,92.8,-1.82,6.48,"Walker, Taijuan",669720,592836,,swinging_strike,,,,,7,Austin Hays doubles (25) on a line drive to left fielder Brandon Marsh.   Ryan Mountcastle scores.    Adam Frazier to 3rd.,R,R,R,PHI,BAL,S,,,0,0,2023,-1.4,0.88,-0.63,1.87,663624,,624428,0,2,Top,,,,,592663,,,6.053973648441279,-134.85982240418969,-7.886213329814245,-18.37063732043425,28.951268907762525,-19.871982944448835,3.25,1.5,,,,92.1,1955,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.58,,,,,,,,10,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,-0.036,,
2140,FS,2023-07-25,87.4,-2.03,6.48,"Walker, Taijuan",624428,592836,single,hit_into_play,,,,,4,Adam Frazier singles on a ground ball to right fielder Nick Castellanos.   Ryan Mountcastle to 3rd.,R,L,R,PHI,BAL,X,9,ground_ball,1,0,2023,-1.15,0.08,-0.76,2.45,,,663624,0,2,Top,162.06,114.27,,,592663,,,5.380657905648318,-127.13575611299918,-3.7040405059610695,-13.619441550300944,25.686237085690287,-30.753195954865785,3.16,1.45,38,99.7,-2,86.8,1296,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.63,0.391,0.346,0.9,1,1,0,2,9,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,231,-0.092,0.633,,
2222,FC,2023-07-25,89.0,-2.09,6.48,"Walker, Taijuan",624428,592836,,ball,,,,,13,Adam Frazier singles on a ground ball to right fielder Nick Castellanos.   Ryan Mountcastle to 3rd.,R,L,R,PHI,BAL,B,,,0,0,2023,-0.53,1.28,-0.05,0.85,,,663624,0,2,Top,,,,,592663,,,6.054701694286121,-129.1340136465465,-10.325181346323316,-7.198091277381452,25.88777391065424,-15.89456083480942,3.16,1.4,,,,88.0,2302,5.8,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.73,,,,,,,,9,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,205,0.0,0.045,,
2302,FC,2023-07-25,88.5,-1.99,6.48,"Walker, Taijuan",663624,592836,single,hit_into_play,,,,,11,Ryan Mountcastle singles on a ground ball to center fielder Johan Rojas.,R,R,R,PHI,BAL,X,8,ground_ball,1,0,2023,0.25,1.17,-0.88,2.98,,,,0,2,Top,105.67,94.42,,,592663,,,2.1476070678796657,-128.9251770178832,-4.9554713441802045,2.44732018343406,23.42035966642786,-18.2782793660136,3.63,1.79,90,96.7,5,88.1,2421,5.7,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.8,0.574,0.522,0.9,1,1,0,4,8,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,-0.038,0.351,,
2325,SI,2023-07-25,92.2,-1.84,6.53,"Walker, Taijuan",663624,592836,,ball,,,,,14,Ryan Mountcastle singles on a ground ball to center fielder Johan Rojas.,R,R,R,PHI,BAL,B,,,0,0,2023,-1.35,0.9,0.82,1.71,,,,0,2,Top,,,,,592663,,,9.558095469637706,-133.81519053143126,-8.326441983979434,-18.170375188542423,26.17118053882084,-19.79081760121133,3.67,1.86,,,,91.6,1871,5.8,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.67,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0.0,0.036,,
2386,CU,2023-07-25,75.9,-1.95,6.39,"Walker, Taijuan",656811,592836,field_out,hit_into_play,,,,,8,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,X,9,fly_ball,2,2,2023,0.63,-0.83,0.1,1.95,,623993,,2,1,Top,200.15,98.27,,,592663,,,3.1524086386891748,-110.52116134086954,-0.6927366938006569,4.546283637174488,20.883346258047,-39.08430775703574,3.4,1.66,308,93.1,46,75.3,2390,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.55,0.006,0.005,0.0,1,0,0,3,4,7,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,47,0.032,-0.244,,
2446,FF,2023-07-25,94.5,-1.71,6.52,"Walker, Taijuan",656811,592836,,foul,,,,,3,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,2,2,2023,-0.67,1.47,0.7,3.29,,623993,,2,1,Top,,,,,592663,,,7.722154856865817,-137.32708175063777,-5.943021804501528,-10.192946482278614,30.57946465299929,-12.405637408534565,3.4,1.66,166,57.5,34,93.9,2110,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.5,,,,,,,,4,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,216,0.0,0.0,,
2514,FS,2023-07-25,89.4,-2.04,6.32,"Walker, Taijuan",656811,592836,,ball,,,,,13,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,B,,,1,2,2023,-1.02,0.27,-1.06,1.67,,623993,,2,1,Top,,,,,592663,,,4.534662398027269,-130.13276048135646,-6.022429736744276,-12.55057651803194,26.26544451030601,-28.08404588259571,3.34,1.57,,,,89.1,1276,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.48,,,,,,,,4,5,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,230,0.0,0.017,,
2647,FF,2023-07-25,94.5,-1.86,6.54,"Walker, Taijuan",656811,592836,,ball,,,,,11,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,B,,,0,2,2023,-0.59,1.45,-1.56,5.92,,623993,,2,1,Top,,,,,592663,,,2.0638737346104503,-137.6446691952131,0.8376887036292096,-7.914665380600379,32.69532512019339,-14.22528001087026,3.4,1.66,,,,93.6,2154,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.63,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,215,0.0,0.02,,
2670,FF,2023-07-25,94.6,-1.8,6.54,"Walker, Taijuan",656811,592836,,foul,,,,,2,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,0,2,2023,-0.79,1.25,0.26,3.14,,623993,,2,1,Top,,,,,592663,,,7.098727184089846,-137.53669384307412,-5.978362249469308,-11.599091055712403,28.843719157605857,-15.185875084224003,3.4,1.66,143,75.3,11,94.4,2054,6.1,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.38,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,218,0.0,0.0,,
2728,FC,2023-07-25,89.0,-1.84,6.49,"Walker, Taijuan",656811,592836,,foul,,,,,5,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,0,1,2023,0.34,1.08,0.14,2.29,,623993,,2,1,Top,,,,,592663,,,4.11523930616375,-129.63379997717638,-6.565186666427199,3.151681666067504,23.7075424886153,-18.87066924157292,3.4,1.66,175,74.2,23,89.0,2390,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.56,,,,,,,,4,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,194,0.0,-0.068,,
2876,FF,2023-07-25,93.8,-1.83,6.52,"Walker, Taijuan",656811,592836,,swinging_strike,,,,,1,Ryan O'Hearn flies out to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,0,0,2023,-0.68,1.37,-0.63,3.45,,623993,,2,1,Top,,,,,592663,,,4.567990354237648,-136.6049484417758,-5.234912021455159,-9.440465618261324,28.42012668037387,-14.105153839493711,3.4,1.66,,,,93.6,2031,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.5,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,220,0.0,-0.051,,
2946,FS,2023-07-25,90.1,-1.94,6.32,"Walker, Taijuan",623993,592836,double,hit_into_play,,,,,8,Anthony Santander doubles (26) on a line drive to right fielder Nick Castellanos.,R,L,R,PHI,BAL,X,9,line_drive,2,2,2023,-1.13,0.2,-0.15,1.79,,,,2,1,Top,218.6,102.75,,,592663,,,6.791977162285698,-131.0863731124529,-5.708501743126746,-14.389356907621371,26.479781630728297,-28.91980785240398,3.42,1.66,254,94.0,15,89.8,1331,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.47,0.869,0.853,1.25,1,1,1,4,3,5,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,229,-0.022,0.238,,
3057,SI,2023-07-25,93.6,-1.62,6.47,"Walker, Taijuan",623993,592836,,ball,,,,,14,Anthony Santander doubles (26) on a line drive to right fielder Nick Castellanos.,R,L,R,PHI,BAL,B,,,1,2,2023,-1.34,0.86,0.91,1.56,,,,2,1,Top,,,,,592663,,,9.423884278310595,-135.8737726197431,-8.821197464544044,-18.550448924754555,27.066495581982625,-19.73511453521323,3.34,1.66,,,,93.4,1806,6.1,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.4,,,,,,,,3,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,219,0.0,0.016,,
3107,FS,2023-07-25,88.4,-2.12,6.27,"Walker, Taijuan",623993,592836,,ball,,,,,13,Anthony Santander doubles (26) on a line drive to right fielder Nick Castellanos.,R,L,R,PHI,BAL,B,,,0,2,2023,-0.57,-0.11,-0.93,1.13,,,,2,1,Top,,,,,592663,,,4.071579799318365,-128.70088133975304,-6.260886156894462,-7.112455648567436,23.44665777015798,-32.42775976856662,3.31,1.64,,,,88.3,1277,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.56,,,,,,,,3,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,227,0.0,0.009,,
3195,SI,2023-07-25,93.2,-1.7,6.55,"Walker, Taijuan",623993,592836,,swinging_strike,,,,,2,Anthony Santander doubles (26) on a line drive to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,0,1,2023,-1.54,0.96,-0.27,3.17,,,,2,1,Top,,,,,592663,,,7.009095863707069,-135.5296575417301,-5.015635032501382,-20.478613664381538,28.5218685178517,-19.38460323615144,3.42,1.66,,,,92.8,1839,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.51,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0.0,-0.023,,
3385,FC,2023-07-25,86.3,-2.03,6.51,"Walker, Taijuan",623993,592836,,called_strike,,,,,1,Anthony Santander doubles (26) on a line drive to right fielder Nick Castellanos.,R,L,R,PHI,BAL,S,,,0,0,2023,0.34,0.81,-0.75,3.08,,,,2,1,Top,,,,,592663,,,2.333299533019491,-125.74707569346516,-3.636224790686867,3.229305510321907,22.602170158428358,-23.02711720023322,3.22,1.57,,,,86.1,2384,5.8,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.69,,,,,,,,3,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,179,0.0,-0.017,,
3451,FS,2023-07-25,89.0,-2.05,6.32,"Walker, Taijuan",668939,592836,field_out,hit_into_play,,,,,13,"Adley Rutschman grounds out, shortstop Trea Turner to first baseman Bryce Harper.",R,L,R,PHI,BAL,X,6,ground_ball,1,1,2023,-0.85,0.25,-0.48,1.45,,,,1,1,Top,117.72,143.8,,,592663,,,5.594688327066332,-129.409468374699,-6.399671839532685,-10.751053731167934,26.81287322503682,-28.19746519133616,3.35,1.65,2,74.5,-31,88.4,1373,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.54,0.043,0.044,0.0,1,0,0,2,2,3,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,225,0.015,-0.162,,
3555,FC,2023-07-25,88.3,-2.13,6.4,"Walker, Taijuan",668939,592836,,called_strike,,,,,8,"Adley Rutschman grounds out, shortstop Trea Turner to first baseman Bryce Harper.",R,L,R,PHI,BAL,S,,,1,0,2023,0.24,1.02,0.19,1.84,,,,1,1,Top,,,,,592663,,,5.110719184523267,-128.38107158544878,-7.069922360011768,1.5962087495680737,25.78463720577911,-19.615645143663315,3.29,1.52,,,,87.6,2368,5.8,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.67,,,,,,,,2,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,199,0.0,-0.031,,
3749,FF,2023-07-25,94.0,-1.77,6.5,"Walker, Taijuan",668939,592836,,ball,,,,,13,"Adley Rutschman grounds out, shortstop Trea Turner to first baseman Bryce Harper.",R,L,R,PHI,BAL,B,,,0,0,2023,-0.93,1.38,-1.41,2.27,,,,1,1,Top,,,,,592663,,,2.9627133636552303,-136.6822846344181,-8.213213583839638,-12.255646669031158,31.504918991785463,-13.208767867819091,3.29,1.54,,,,93.0,2083,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.64,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,218,0.0,0.025,,
3830,SI,2023-07-25,94.5,-1.72,6.46,"Walker, Taijuan",683002,592836,strikeout,called_strike,,,,,8,Gunnar Henderson called out on strikes.,R,L,R,PHI,BAL,S,2,,2,2,2023,-1.3,1.22,0.03,1.88,,,,0,1,Top,,,,,592663,,,7.428201777995774,-137.18642461287553,-8.884612314629809,-18.058026543669857,31.099056313473657,-14.93716549389856,3.71,1.66,,,,93.9,1926,6.1,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.39,,0.0,0.0,1,0,0,,1,5,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,220,0.022,-0.214,,
3965,FS,2023-07-25,88.8,-2.08,6.39,"Walker, Taijuan",683002,592836,,ball,,,,,13,Gunnar Henderson called out on strikes.,R,L,R,PHI,BAL,B,,,1,2,2023,-1.4,0.26,-1.48,1.77,,,,0,1,Top,,,,,592663,,,4.345270252154242,-129.2161210925565,-5.74524697701938,-16.56297429851639,28.510265417147146,-28.21813007190867,3.71,1.71,,,,88.1,1367,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.54,,,,,,,,1,4,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,231,0.0,0.041,,
4116,FS,2023-07-25,88.3,-2.11,6.33,"Walker, Taijuan",683002,592836,,ball,,,,,13,Gunnar Henderson called out on strikes.,R,L,R,PHI,BAL,B,,,0,2,2023,-1.45,0.5,-1.55,1.02,,,,0,1,Top,,,,,592663,,,4.342348258763966,-128.3275545870057,-7.734640041479698,-16.895010170181713,29.88558623066328,-25.15363528992304,3.69,1.74,,,,87.1,1322,5.9,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.6,,,,,,,,1,3,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,233,0.0,0.022,,
4175,FF,2023-07-25,93.4,-1.62,6.61,"Walker, Taijuan",683002,592836,,foul,,,,,2,Gunnar Henderson called out on strikes.,R,L,R,PHI,BAL,S,,,0,1,2023,-0.84,1.44,-0.08,3.51,,,,0,1,Top,,,,,592663,,,5.759400127151603,-135.89451240233578,-5.343652546894157,-11.739260290334382,30.566809412081177,-13.353089573968216,3.71,1.76,212,84.1,62,92.5,2165,5.8,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.68,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,-0.049,,
4269,FF,2023-07-25,92.7,-1.79,6.55,"Walker, Taijuan",683002,592836,,foul_tip,,,,,8,Gunnar Henderson called out on strikes.,R,L,R,PHI,BAL,S,,,0,0,2023,-0.73,1.48,-0.12,2.37,,,,0,1,Top,,,,,592663,,,5.801738021498674,-134.65950050242577,-8.04716669017625,-10.083609561773304,29.157739836835997,-12.636881154265058,3.71,1.76,,,,92.0,2084,6.0,717267,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.55,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,-0.038,,
8,FC,2023-07-20,88.2,-2.0,6.41,"Walker, Taijuan",655316,592836,single,hit_into_play,,,,,6,"Andruw Monasterio singles on a ground ball to shortstop Trea Turner, deflected by pitcher Taijuan Walker.",R,R,R,PHI,MIL,X,1,ground_ball,1,2,2023,0.33,0.4,0.62,2.26,,,,0,7,Top,119.76,149.25,,,596117,,,5.654878714654253,-128.4340990881148,-4.83796947509943,2.5057788578116478,25.482675161047915,-26.974887993308908,3.13,1.44,113,83.4,9,87.6,2618,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.69,0.431,0.39,0.9,1,1,0,4,45,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,181,-0.012,0.453,,
11,SI,2023-07-20,94.2,-1.65,6.49,"Walker, Taijuan",655316,592836,,ball,,,,,14,"Andruw Monasterio singles on a ground ball to shortstop Trea Turner, deflected by pitcher Taijuan Walker.",R,R,R,PHI,MIL,B,,,0,2,2023,-1.18,0.92,0.98,1.27,,,,0,7,Top,,,,,596117,,,9.360032019089244,-136.6654105817133,-9.825470326354546,-16.849849912540012,28.53815252485837,-18.582774411200635,3.27,1.49,,,,93.6,2084,6.0,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.52,,,,,,,,45,3,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,218,0.0,0.022,,
17,FC,2023-07-20,86.3,-1.96,6.4,"Walker, Taijuan",655316,592836,,called_strike,,,,,9,"Andruw Monasterio singles on a ground ball to shortstop Trea Turner, deflected by pitcher Taijuan Walker.",R,R,R,PHI,MIL,S,,,0,1,2023,0.37,0.31,0.62,1.95,,,,0,7,Top,,,,,596117,,,5.335832895756029,-125.63130267651962,-5.013091900831686,2.9762237532260096,23.05438506963309,-28.16672936485837,3.27,1.49,,,,86.1,2525,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.57,,,,,,,,45,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,172,0.0,-0.049,,
26,FC,2023-07-20,87.6,-2.07,6.42,"Walker, Taijuan",655316,592836,,called_strike,,,,,2,"Andruw Monasterio singles on a ground ball to shortstop Trea Turner, deflected by pitcher Taijuan Walker.",R,R,R,PHI,MIL,S,,,0,0,2023,0.24,1.06,-0.24,3.23,,,,0,7,Top,,,,,596117,,,3.873101845169542,-127.64862007516378,-3.804522061622671,1.9324954547343616,23.880671911256197,-20.000652981436783,3.27,1.49,,,,87.1,2430,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.79,,,,,,,,45,1,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,189,0.0,-0.038,,
28,FS,2023-07-20,89.4,-2.23,6.13,"Walker, Taijuan",606132,592836,field_out,hit_into_play,,,,,13,Raimel Tapia lines out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,X,9,line_drive,1,2,2023,-0.92,0.75,-0.81,1.21,,,605170,2,6,Top,149.95,88.83,,,596117,,,5.404673936334327,-129.9784809526578,-7.721938329176144,-11.541983955285785,23.767933753910352,-22.279048107387613,3.29,1.51,280,77.7,28,89.2,1417,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.56,0.283,0.255,0.0,1,0,0,3,41,4,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,237,0.011,-0.173,,
38,SI,2023-07-20,94.6,-2.07,6.37,"Walker, Taijuan",606132,592836,,swinging_strike,,,,,13,Raimel Tapia lines out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,S,,,1,1,2023,-1.37,0.8,-0.97,1.8,,,605170,2,6,Top,,,,,596117,,,5.84781805245018,-137.51184420951597,-8.021924191125212,-18.64483637368411,27.96591909749192,-20.457296457830036,3.29,1.51,,,,94.2,2213,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.56,,,,,,,,41,3,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,220,0.0,-0.05,,
54,SI,2023-07-20,93.7,-1.99,6.43,"Walker, Taijuan",606132,592836,,foul,,,,,5,Raimel Tapia lines out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,S,,,1,0,2023,-1.23,0.8,0.03,2.52,,,605170,2,6,Top,,,,,596117,,,7.852542836718772,-136.22510833318373,-6.1236606305844425,-17.007416501023346,26.98918528931117,-21.009942844432626,3.29,1.51,198,80.6,59,93.3,2037,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.64,,,,,,,,41,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,219,0.0,-0.042,,
60,SI,2023-07-20,93.6,-1.98,6.42,"Walker, Taijuan",606132,592836,,ball,,,,,13,Raimel Tapia lines out to right fielder Nick Castellanos.,R,L,R,PHI,MIL,B,,,0,0,2023,-1.18,0.67,-1.04,2.33,,,605170,2,6,Top,,,,,596117,,,4.967057878440432,-136.25859135921417,-6.27956918658645,-15.740581304617344,27.42096989424653,-22.73517012955406,3.34,1.51,,,,93.2,2010,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.63,,,,,,,,41,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,223,0.0,0.025,,
73,SI,2023-07-20,94.7,-1.71,6.41,"Walker, Taijuan",605170,592836,walk,ball,,,,,14,Victor Caratini walks.,R,L,R,PHI,MIL,B,,,3,2,2023,-1.22,0.9,0.9,1.1,,,,2,6,Top,,,,,596117,,,9.432347540634789,-137.39249858517792,-10.16063613071726,-17.382788813877408,26.51471018462905,-18.723798376896266,3.38,1.51,,,,94.4,2046,6.0,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.52,,0.695903,0.7,1,0,0,,40,7,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,219,-0.006,0.11,,
78,CU,2023-07-20,76.6,-2.0,6.39,"Walker, Taijuan",605170,592836,,foul,,,,,6,Victor Caratini walks.,R,L,R,PHI,MIL,S,,,3,2,2023,0.55,-0.89,0.29,2.18,,,,2,6,Top,,,,,596117,,,3.795665970009789,-111.6158141188276,-0.323502773921263,3.994788669344637,19.21281015308651,-39.76810662933502,3.33,1.51,265,106.3,16,76.0,2445,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.84,,,,,,,,40,6,Curveball,0,3,3,0,3,0,3,0,Infield shade,Standard,49,0.0,0.0,,
98,FC,2023-07-20,88.1,-2.07,6.43,"Walker, Taijuan",605170,592836,,foul,,,,,6,Victor Caratini walks.,R,L,R,PHI,MIL,S,,,3,1,2023,-0.06,1.09,0.48,2.68,,,,2,6,Top,,,,,596117,,,6.2401784570527,-128.2772911827694,-5.291462948934275,-1.7845097310819298,23.204689930510437,-19.254330637042123,3.33,1.51,85,94.5,4,87.7,2358,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.78,,,,,,,,40,5,Cutter,0,3,3,0,3,0,3,0,Infield shade,Standard,196,0.0,-0.036,,
105,SI,2023-07-20,92.3,-1.78,6.49,"Walker, Taijuan",605170,592836,,called_strike,,,,,5,Victor Caratini walks.,R,L,R,PHI,MIL,S,,,3,0,2023,-1.23,0.94,-0.11,2.77,,,,2,6,Top,,,,,596117,,,6.852846619975652,-134.315965511747,-5.712783019646179,-16.400245299023958,26.582015512713834,-19.707191278849603,3.38,1.51,,,,91.7,2010,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.78,,,,,,,,40,4,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,220,0.0,-0.022,,
122,FC,2023-07-20,87.9,-2.22,6.4,"Walker, Taijuan",605170,592836,,ball,,,,,11,Victor Caratini walks.,R,L,R,PHI,MIL,B,,,2,0,2023,0.08,0.98,-0.57,3.66,,,,2,6,Top,,,,,596117,,,3.798689288238772,-128.06371244091793,-2.6367767310430947,0.1800228309311463,22.207301478698845,-21.02927249945692,3.38,1.51,,,,87.4,2371,5.5,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.97,,,,,,,,40,3,Cutter,0,3,3,0,3,0,3,0,Infield shade,Standard,199,0.0,0.044,,
134,FC,2023-07-20,88.8,-2.07,6.37,"Walker, Taijuan",605170,592836,,ball,,,,,14,Victor Caratini walks.,R,L,R,PHI,MIL,B,,,1,0,2023,0.24,0.9,1.26,1.8,,,,2,6,Top,,,,,596117,,,7.5623495686505295,-129.0994169147742,-7.00778840636371,1.2953100779715103,23.642354999478137,-20.88582517851968,3.38,1.51,,,,88.2,2316,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.79,,,,,,,,40,2,Cutter,0,3,3,0,3,0,3,0,Infield shade,Standard,205,0.0,0.022,,
154,CU,2023-07-20,74.8,-1.97,6.39,"Walker, Taijuan",605170,592836,,ball,,,,,14,Victor Caratini walks.,R,L,R,PHI,MIL,B,,,0,0,2023,0.75,-0.99,0.86,1.33,,,,2,6,Top,,,,,596117,,,4.46046034412052,-108.91505099316896,-1.5070187100975083,5.17468603329884,19.798693341410605,-39.97461338564333,3.33,1.51,,,,73.9,2403,5.7,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.84,,,,,,,,40,1,Curveball,0,3,3,0,3,0,3,0,Infield shade,Standard,51,0.0,0.016,,
173,FC,2023-07-20,87.9,-1.96,6.41,"Walker, Taijuan",680911,592836,field_out,hit_into_play,,,,,5,"Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",R,R,R,PHI,MIL,X,5,ground_ball,1,1,2023,0.27,0.39,0.13,2.41,,,,1,6,Top,93.1,151.26,,,596117,,,4.4534690931723295,-127.99264148579104,-4.427583975605645,2.2075104976437228,23.65274891618755,-27.239699071001688,3.0,1.3,7,92.6,-18,87.5,2611,5.8,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.73,0.163,0.17,0.0,1,0,0,2,39,3,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,175,0.008,-0.162,,
178,FS,2023-07-20,89.8,-1.96,6.31,"Walker, Taijuan",680911,592836,,ball,,,,,13,"Owen Miller grounds out, third baseman Alec Bohm to first baseman Darick Hall.",R,R,R,PHI,MIL,B,,,0,1,2023,-1.32,0.07,-0.57,1.27,,,,1,6,Top,,,,,596117,,,6.163700012967745,-130.64861649117628,-6.625540261369452,-16.353348429456027,26.165615868027807,-30.161427879174,3.14,1.42,,,,89.3,1532,5.9,717329,592836,596117,669742,681082,664761,607208,656941,669016,592206,54.65,,,,,,,,39,2,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,230,0.0,0.019,,
